recipe_id,recipe_title,recipe_serves,recipe_reviews,recipe_steps,recipe_images
64451,Sheet Pan Roast Chicken and Cabbage,"Serves: 6 to 8
                  Prep time: 15 min
                  Cook time: 45 min",['This recipe is a Community Pick!'],"['1. Preheat the oven to 425\xc2\xbaF. Pour a teaspoon of neutral oil over a rimmed sheet pan. Rub to coat.', '2. In a small bowl, stir together the sesame oil, coconut oil, soy sauce, rice vinegar, and sriracha, if using. Place chicken in a large bowl. Season all over with salt and pepper. Pour 1/4 cup of the prepared mixture over the chicken and let marinate while the oven preheats. (Chicken can marinate longer, too, but try, if time permits, to bring it to room temperature before cooking\xe2\x80\x94the coconut oil will solidify in the fridge and look clumpy, which is fine.)', '3. Cut the cabbage in half through the core. Cut again through each core and repeat this process until you are left with many wedges, no greater than 1-inch wide. Place the wedges in a large bowl, season all over with salt and pepper, and toss with the remaining dressing.', '4. Place chicken on prepared sheet pan spreading it out evenly. Roast for 10 minutes. Remove pan from oven, and nestle cabbage wedges all around the pieces, tucking it under if necessary\xe2\x80\x94it will feel like a lot of cabbage. Roast for 20 to 25 minutes more or until chicken is golden and cooked through. Remove pan from oven, transfer chicken to a platter to rest. Return cabbage to the oven to roast for 10 to 15 minutes more, or until juices have reduced and edges of cabbage  wedges are caramelized.']","['https://images.food52.com/z0-hpXkw_QzwryeiRAGJRBPE9W8=/753x502/4f50e30e-1b90-474c-8f8d-c387cd0def90--chickenlegsandcabbage.jpg', 'https://images.food52.com/uDjsuejEUONWbweSsdy3fQK0Qlc=/753x502/3b72482b-6264-4743-b536-6aeffad1c750--slicedcabbage.jpg', 'https://images.food52.com/b8B3VPQF0ivHUjlHluS3cBccxdk=/753x502/569fbccd-0c62-4035-9c28-568dc1fd95b2--dressedcabbage.jpg', 'https://images.food52.com/aI3DcD_v5IVZxJ0rConJJlV-qmE=/753x502/44b985cb-f394-4ed6-bb9b-a9264e0d9a68--addingthecabbage.jpg', 'https://images.food52.com/RHttkQztB8WAexI-OgSu2JEq2lI=/753x502/3e45e4f7-e5d5-4f87-8d20-1c36b8fde4a8--cookedchicken.jpg', 'https://images.food52.com/vLiCh00H2PJB9E_g8QDgcJ1TPmQ=/753x502/d0dec1c0-009e-4989-b570-55ae2c2b63ec--cookedchicken2.jpg', 'https://images.food52.com/LXLaI2YAMyx33jDPO7hu-l2qBLg=/753x502/54d542f2-3e5d-43c4-bad7-42176c4327be--cabbageroastedfurther.jpg', 'https://images.food52.com/OP4REuGBGEHsDJZzBNPhAtbURBw=/753x502/f137dd34-92c0-4a7a-a4ee-a950ec4cb684--roastchickencabbage2.jpg']"
2587,Rockin' The Casbah Lamb Shanks,Serves: 2,"['This recipe was entered in the contest for Your Best Middle Eastern Recipe', 'This recipe was entered in the contest for Your Best Spring Lamb']","['1. salt and pepper the lamb shanks', '2. heat the oil to medium high in your tagine.  Brown the shanks on all sides, them remove.', '3. turn the heat to medium and put the onions in the tagine.  Cook them until they start to go clear, then add the garlic and cook a couple more minutes.', '4. Put the shanks back in along with any juices on the plate.', ""5. Add everything else to the tagine ... make sure the liquid isn't going over the edge of the bowl part ... you want everything up under that lid."", ""6. Cover and turn the heat down low ... leave it alone for a couple of hours, just looking now and again to make sure it's simmering but not boiling out of the tagine.  RESIST the temptation to lift the lid for as long as you can stand it!"", '7. DRIED ORANGE WHEELS - spray a sheet with no-stick.  lay VERY thinly sliced oranges (peel and all) on the sheet and bake at 200 for several hours until they are dry - flip them over a couple hours in', '8. ROASTED TOMATOES - mariaraynal got me addicted to these ... I toss a tub of the sweet grape tomatoes with oil and vinegar (for this recipe - olive oil and balsamic vinegar) salt and pepper and some rosemary.  Lay them on a sprayed sheet and stick them in the oven with those orange wheels for 4-5 hours until they are all caramelized and delicious.']",['https://images.food52.com/1N0-tqjP9uilMGm-5yK536xojbk=/753x502/06c408a0-34e4-48f7-9937-13312b100509--008.JPG']
22554,Lamb Kebabs in Pomegranate-Walnut Marinade,Serves: 6,['This recipe is a Community Pick!'],"['1. Place the meat in a large casserole dish. In a food processor, grind the walnuts, pome- granate molasses, garlic, and oil into a puree. Add the parsley and pulse into small bits. Pour the marinade over the meat and toss well. Cover and refrigerate overnight.', '2. If using wooden or bamboo skewers, soak them in salty water for a couple of hours before grilling. Thread 3 or 4 pieces of meat onto each skewer 1/4 inch apart, leaving 2 inches of space at the end. Discard the marinade. Brush or wipe extra marinade from the skewers. Leave the meat out while you heat the grill so it can come up to room temperature (no more than 45 minutes total).', '3. Prepare a hot grill.\r\nLightly oil the grill and grill the kebabs for 6 to 8 minutes, turning occasionally. When done, the meat should be slightly charred on the outside and very pink on the inside. Transfer to a serving platter and season with salt and pepper. Garnish with parsley and serve.', '4. Vegetarian option: Replace the lamb with 2 pounds tempeh, cubed; 2 pounds vegetables, such as zucchini, red onions, and mushrooms, cubed; or a combination of tempeh and vegetables. Marinate overnight according to the recipe.']",['https://images.food52.com/8A7jqnZ3g4yUQd4i6a53IOeCMqQ=/753x502/a8a93d4a-b205-4fa5-8c1f-6ff30f300d8b--Lamb_Kebabs.jpeg']
31495,Balsamic-Braised Lamb Shanks,Serves: 2,['This recipe is a Community Pick!'],"['1. Whisk flour, salt, black pepper, coriander, cumin, and cinnamon together. Roll the lamb shanks in the flour mixture until they are coated.', '2. Heat a small Dutch oven (3 to 6 quarts) over medium-high heat and sear the lamb shanks on all sides until a good crust forms -- this will take 8 to 10 minutes total.', '3. Transfer lamb shanks to a plate and preheat your oven to 325\xc2\xb0 F.', '4. Scrape any crusty bits from the lamb-searing off the bottom of the Dutch oven (don\xe2\x80\x99t discard, just scrape them up to loosen them and prevent them from burning).', '5. Place the Dutch oven over medium heat and add the garlic, onion, carrots, celery, rosemary, thyme, and orange zest. Cook, stirring occasionally, until the onions are soft and translucent, 10 to 15 minutes.', '6. Stir in the vinegar and cook until it has evaporated slightly and thickened further, about 10 to 12 minutes.', '7. Return the lamb shanks to the pot and pour the white wine and chicken stock over them. Season the broth with salt to taste, cover the pot, and place it in the oven until the meat is very tender and falling off the bones, about 2 1/2 to 3 hours.', '8. Remove the shanks from the pot, covering them with foil to keep them warm, and strain the liquid into a saucepan. Discard the solids.', '9. Cook the sauce over medium heat until it has reduced by half (it should yield about 1 1/2 cups). This should take 10 to 15 minutes.', '10. Season the sauce to taste and pour it over the lamb shanks.']",['https://images.food52.com/KgujQrCglUTM4JkXBcts06cTxLA=/753x502/0741f2bd-67df-4b1b-bd9e-475ecb7435af--2014-1014_lamb-shanks-024.jpg']
15939,Indian Spiced Lamb Chili,Serves: 4,"['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Chili']","['1. Heat the oil in a wok. Add cumin seeds once the oil is hot, fry untill the cumin seeds become a darker brown color.', '2. Add Onions and Garlic to the wok and saute until onions caramalize. Add the tomatoes and saute until tomatoes are completely cooked and all water evaporates.', '3. Add the Onion-Garlic-tomato mixture and rest of the ingredients in a slow cooker. Set on low and let cook for 8 hours.']",['https://images.food52.com/U2j-A-DOZuKx8xihbWgIVq5DWw0=/753x502/ef0bc9f1-5103-4095-8587-51814164649c--6886744089_ab4b6305ae_z.jpeg']
38716,Black Cod Poached in Nearly Raw Heirloom Tomato Broth,Serves: 4,['This recipe was entered in the contest for The Best Thing You Ate This Year'],"['1. In a broad sauce pan, heat olive oil over medium heat. Add garlic and cook until golden brown. Hand crush the heirloom tomatoes into the garlic and simmer 2 minutes.', '2. Add thyme, tarragon, lemon twists, vinegar, and sugar. Cook 5 minutes at a bare simmer.', '3. Add chicken stock and salt, continue to season if requiring more salt. Simmer 15 more minutes.', '4. Strain out the solids, immediately returning the broth to the pan. Bring back to ~160 degrees. Cover and retain this temperature while preparing the fish and vegetables.', '5. Bring a pot of salted water to the boil and blanch all green veggies and tomatoes for 1 minute. Fish out with a slotted spoon and immediately drop into ice water to stop the cooking. Drain the veggies, skin and quarter the tomatoes, and set aside to come to room temperature.', '6. Heat a small amount of olive oil in a medium pan over medium heat. Add mushrooms and pan roast until golden. Season with salt.', '7. Debone and season the fish with salt and pepper on both sides. Cut into 4 evenly-sized portions. Gently settle the fish into the broth. DO NOT LET IT BOIL, you want to hold at about 140 degrees. Poach about 6-7 minutes.', '8. Prettily arrange the prepared rice, veggies and tomatoes in a shallow bowl. Place the fish on top of the rice, and pour poaching liquid into the bowl until just barely touching the fish. Finish with salt and freshly cracked black pepper.']",['https://images.food52.com/_7PRoMNynUPuHofWm898Go_EI3c=/753x502/711c7a43-b335-4687-a7fa-5b80c447ab56--FullSizeRender_12-.jpg']
8538,Slightly Smoky Mixed-Bean Chili,"Serves: 6 to 8
                  Prep time: 30 min
                  Cook time: 2 hrs 45 min",[],"['1. Drain beans of their soaking liquid and place in a large kettle with whole onion, and bay leaf.  Fill pot with fresh filtered water to more than cover the beans\xe2\x80\x941 to 2 inches above the surface of the beans should do.  Season cooking water with salt\xe2\x80\x94enough that you can taste it. Bring the water gently to the boil, stirring occasionally. When water boils, turn heat to medium low and simmer beans until tender, about 1 1/2 to 2 hours. Older beans will take longer. You will probably have to top off the beans with more water as they cook. You can remove a few beans from the pot and cut through the center with a sharp knife to test for doneness.', '2. In a heavy-bottomed pan, saut\xc3\xa9 onions until slightly softened; make an opening in the saut\xc3\xa9ing onions and add a little more oil and  the minced garlic, allowing it to sizzle a bit before stirring into the onions. Saut\xc3\xa9 mixture until onions are translucent. Quickly add the spices and herbs and stir once or twice into the onion mix to bring out the fragrance then remove from heat before they scorch. Add to the pot of beans along with the canned tomatoes (squeeze over the pot to break them up before adding if they are whole), and orange pieces. Simmer mixture for 1/2 hour or so until flavors blend.  Taste for salt and seasoning and adjust. May be made a day ahead for best flavor.', '3. Serve over rice with choice of garnishes:  guacamole, yogurt, scallions, minced onions, shredded cheddar or creamy goat cheese, lemon or lime wedges, chopped tomatoes and lettuce.']","['https://images.food52.com/yjmetRF_ltJV9gH6enNloOp8INM=/753x502/abdf5385-a9c5-403d-8162-4d2b9480a2c4--2013-1017_beans_jay-wiese_white-bowls_mid-155.jpeg', 'https://images.food52.com/9nzPunlv9oeI8wNVj4-dgHnNFlg=/753x502/b6f83754-8f94-406c-91e1-d03304ff5eb1--040111F_BlackBean_02.JPG', 'https://images.food52.com/57aB5X-92jpUXHZBWFBK1E7Wgq0=/753x502/ebe404de-f0a2-4504-9d9a-cbf796e7ffaf--IMAG0250.jpg']"
10671,Spicy Stewed Black Eyed Peas and Baby Limas with Corn Quesadillas,Serves: 6 to 8,"['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Chili Pepper Recipe', 'This recipe was entered in the contest for Your Best Dirt Cheap Dinner']","['1. Coarsely chop the chipotles, set aside along with the sauce.  Heat the olive oil and butter in a 6 qt pressure cooker over medium flame.  Once the foaming subsides, add the pearl onions and garlic, no need to thaw the onions.  Stir occasionally until slightly browned.', '2. Add the beef broth, water, chopped chipotles and the baby limas.  Clamp on the lid and raise heat.  Bring to high pressure.  Once pressure is reached, turn down the flame and maintain pressure for 10 minutes.  Release the pressure according to manufacturer\xe2\x80\x99s directions.', '3. Add the black eyed peas, close pressure cooker and bring back to pressure.  Cook another 10 minutes.  Turn off the heat and let pressure release naturally. Once the pressure is released, check tenderness of the limas and black eyed peas.  If still too firm, simmer gently uncovered for another 10 to 15 minutes or until beans are the desired tenderness.', '4. For the quesadillas:  Place a large cast iron skillet over medium heat.  Assemble the quesadillas by sandwiching a piece of cheese and a sprig of cilantro between 2 corn tortillas.  Toast until browned in the dry cast iron skillet turning once.', '5. To serve, squash the garlic cloves with the back of a spoon and stir in.  Taste and season with salt and pepper as needed.  Serve with the corn quesadillas and salsa \xe2\x80\x93 optional.', '6. Notes: \r\nTo cook on the stove top, change cooking times to 30 minutes each.  Or use a crock pot and cook on low for 2 or 3 hours.  To make vegetarian, use a strong mushroom broth rather than the beef broth.  I wouldn\xe2\x80\x99t use water or a light broth, you need something robust.  For a super quick stew, you can also substitute the giant lima beans for the baby ones, in which case, add the black eyed peas and giant limas at the same time and cook under pressure for 10 minutes then release naturally.  If you are not a chile head and don\xe2\x80\x99t like spicy food, you can substitute smoked paprika for the chipotles.  I would add to taste, starting with a teaspoon and also add in a tablespoon or so of tomato paste.']","['https://images.food52.com/82pYVjupDixeRyahWU7EFgw5OG4=/753x502/7a28b920-bbe6-4dfd-b186-adab94a575f9--040111F_BlackEyedPea_02.JPG', 'https://images.food52.com/zK-w2HkMfGzC6KCBVNCaSProSgY=/753x502/75932b62-ae00-4dc4-8f24-4ca72bbf4e1f--Spicy_Stewed_Black_Eyed_Peas_n_Baby_Limas.jpg']"
10592,Red Rice and Beans,Serves: 6,['This recipe is a Community Pick!'],"['1. Mix together all the ingredients except the pork and canola oil.', '2. Add the pork and mix well.', '3. Cover and refrigerate for 6 hours or overnight.', '4. Heat 2 TBL canola or peanut oil in a large pan on the stove and fry the pork mixture into crumbles until no longer pink and most of the liquid has evaporated.', '5. Pour the cooked pork mixture into colander to drain fat, and let cool.', '6. Use the seasoned sausage in any dish.  Keeps for a week.', '7. In a medium saucepan, place the adzuki beans with the chicken stock, salt, and five spice powder. Bring to a boil and simmer gently for 20 minutes.', '8. After 20 minutes, add the rice and continue to cook another 20 minutes until the liquid is absorbed and rice is cooked.', '9. Once the rice and beans are cooked, heat the oil in a large wok or skillet until shimmering hot.', '10. Quickly stir fry the ginger, scallions (reserve a few TBL to scatter on top later), chiles, and garlic for 2 minutes.', '11. Add the sesame oil, Kecap Manis, and mix well, stir fry for another minute.', '12. Add the Shaoxing wine and reduce for one more minute until most of the wine has evaporated.', '13. Reduce heat, and add the water chestnuts, cook for one minute', '14. Mix in the rice and beans and Chinese sausage mixture.  Stir well and heat through.', '15. Mound the red rice and beans into a large bowl, scatter remaining scallions on top and season to taste with soy sauce and siracha sauce or sambal olek.  Serve a fried egg on top if you like!']","['https://images.food52.com/vlil0Ugny_FGWPwfoRNrbJUbmec=/753x502/1979c5a1-2756-48a9-ad63-fc3862dc5a46--040111F_Adzuki_06.JPG', 'https://images.food52.com/wDAivL4bJX_4gmupVBzYnJovUrQ=/753x502/c6cb1879-bd4d-470d-bc66-e1d3735439ad--Red_Rice_and_Beans_2.jpg', 'https://images.food52.com/hWhxno_RFkd9XM3v2TZC7lMZcFE=/753x502/a2720e1d-c784-41ef-8af1-30d5f92a5c2f--Red_rice_and_beans.jpg']"
35346,"Roasted Sausage, Chard, and Cannellini Beans",Serves: 4,[],"['1. Heat oven to 400\xc2\xb0 F.', '2. Combine chard and cannellini beans in a large casserole, baking dish, or ovenproof skillet. It will look like a lot of chard, but it will considerably cook down.  Season with a few pinches of salt and pepper.', '3. In a small bowl, whisk together lemon juice and zest, Dijon mustard, smoked Spanish paprika, and olive oil. Add to chard and cannellini beans and toss well with hands to evenly coat. Evenly distribute the chard and beans in a single layer\xe2\x80\x94or as close as you can get to a single layer.  Nestle the pieces of sausage on top of the chard and beans.', '4. Roast for about 20 to 25 minutes, or until the chard is tender with crispy edges and the sausage is no longer pink. For extra security, you can toss about halfway through the cooking time to ensure even cooking.', '5. Taste and add more salt, pepper, or lemon juice if needed. Top with grated parmesan or pecorino.  Serve warm.']",[]
2360,Black-Eyed Pea Cassoulet,Serves: 8,[],"['1. Rinse and sort peas, and cook in salted water until just tender. Drain.', '2. While peas are cooking, saute diced onion in olive oil in an iron skillet or other ovenproof skillet until soft; add finely minced garlic and saute for another minute. Add tomatoes, diced smoked sausage, and smoked paprika, and simmer for 30 minutes.', '3. Add drained peas to tomatoes, and stir to combine. Preheat oven to 400.', '4. Melt butter and combine with breadcrumbs; sprinkle over top of peas and tomato mixture in skillet and transfer to oven.', '5. Bake at 400 until breadcrumbs are lightly browned. Serve immediately.']","['https://images.food52.com/4BacSE9_gFYE0BJB4QnPJQ1_xGQ=/753x502/bd0b8522-37b7-485c-a0d2-3d0492bb6463--cassoulet_2.jpg', 'https://images.food52.com/eFJzmfHDliLN1_rxkMGtsdfYjuA=/753x502/3995556a-8f60-4adc-a0b3-02cbf57e6bd2--cassoulet_1.jpg']"
2962,Secret Ingredient Beef Stew,"Serves: 8-10
                  Prep time: 15 min
                  Cook time: 3 hrs 20 min",[],"['1. Season the beef with salt and pepper on both sides. Brown the meat in batches in a 5-6 quart Dutch oven over high heat, adding more oil as needed. Remove to a plate.', '2. Lower the heat and add all the vegetables. Cook for 5-10 minutes until softened. Stir in the tomato paste and anchovies and cook to melt the anchovies and distribute.', '3. Add the beef back in, with its juices. Add the wine, vinegar, and tomatoes with juice (breaking them up against the side of the pot as you go) and bring to a boil. Add the stock to cover (you may need a bit more than 3 cups). Put in the salt, bay leaf, thyme, bring to a boil. Simmer, partially covered, for 2-3 hours until the meat is tender. Cool to room temperature. Refrigerate.', '4. When cool, skim off much of the fat from the top. Reheat over low heat, letting the stew simmer 30-45 minutes before serving.', '5. Mix in half of the parsley and garnish with the rest.']","['https://images.food52.com/YAJ3yAUInt3qraiBGe_Y-onsloo=/753x502/36181452-fca1-46c5-953f-59f2cece4978--020910F_0752.JPG', 'https://images.food52.com/m1S9cY8cqYaA74PIti_6msJiGTE=/753x502/9a813550-9f56-4013-9f97-ffe5f0b5c5f3--IMG_3099.jpg', 'https://images.food52.com/4R_8bAKYsKxx-xrXpkTvxlF7gR0=/753x502/6d2560a5-b8bc-4365-b9b5-1659c6f94035--IMG_1194.JPG', 'https://images.food52.com/Qb8QxQen21LHWS1w6YejZZm7FU8=/5bb2a565-462b-4def-889c-7223929e71b0--020910F_0222.JPG', 'https://images.food52.com/-ZU20-mLrEg-RLBJJLmT--xyT-Q=/8dc3dd13-ca98-49fa-9912-80f00c329e0f--020910F_0330.JPG', 'https://images.food52.com/2P0pFMZN0Ig_VunItQQnN2xyrVE=/6421022e-3c17-4295-8cd3-0aca38a6b03a--020910F_0338.JPG', 'https://images.food52.com/c6PSf6CYT5UzjtlvF2Zv5G5-Xuk=/4fa89ac0-71f9-4dde-bb32-4d7e2a615152--020910F_0347.JPG', 'https://images.food52.com/nfsIkWpN5-u_uhvlGfyN3HLeHPM=/bf902eed-02a6-44cb-b864-f72ac004392c--020910F_0355.JPG', 'https://images.food52.com/QIOf0bQ9zaEPtth0r2VfcCPZGCs=/2285753e-0f09-4124-800f-deb90cc69ce8--020910F_0400.JPG', 'https://images.food52.com/ylQCpSY862M1uYSLYtvSeqYWLlQ=/be5d5524-5324-47bd-964e-69c752733e1f--020910F_0377.JPG', 'https://images.food52.com/S6tSQ3h5B1GofUP4e518hFh0FL8=/69dca048-7e9c-47dc-b540-370799cb8477--020910F_0421.JPG', 'https://images.food52.com/kHL9itNL6vby4wH7YLRSSsvsQJ0=/5ed2fd0b-e057-4229-bdff-8f19b53d50ed--020910F_0425.JPG', 'https://images.food52.com/zM8lyhDOOZUvq3ntPOJaOLbNlvY=/97ec9747-1d63-49c4-ab50-2fb9683c3745--020910F_0430.JPG', 'https://images.food52.com/Wo0jYXD-oKPdmigA_mIG3n91L50=/b4bdd22a-decb-44d9-8f48-fd81269d94d7--020910F_0433.JPG', 'https://images.food52.com/rDqp7KKjtky29w9aYjMbThIg06M=/40691cd1-c891-457a-8aed-71b4dab76f00--020910F_0266.JPG', 'https://images.food52.com/FQGa7KobYzauX9FrRZwm8K1BFn4=/bbda271d-ca4d-4cd2-af9c-6acdcf0837df--020910F_0479.JPG', 'https://images.food52.com/oJpFN0wiNvVqMBi6cUenlTuRp6g=/3acb9c64-c073-4d8e-823a-2ebd80e49869--020910F_0488.JPG', 'https://images.food52.com/p2BxOwinCa5-UwVk3-gcl6yLrwk=/86e0e219-f56c-478a-b65e-ddf69b7305ca--020910F_0490.JPG', 'https://images.food52.com/AtC311CGvxqAgn28UC6XcHJqV3g=/ba916218-ac2d-4691-b3b9-993606c48e53--020910F_0492.JPG', 'https://images.food52.com/4uy5YCxv6ua0YCFfmHzqlDYMg50=/8008b0b6-beb6-4cdd-9eac-c3c1ce9ecee7--020910F_0513.JPG', 'https://images.food52.com/2dwYQQOfho5QWrYWLhSRiFUzicA=/816e776c-13dd-4f85-923d-aeb6ca998acf--020910F_0511.JPG', 'https://images.food52.com/6ywoSNj3cj5WQFxTDTafryhhHSE=/47832ddb-c5aa-4a02-a962-89c7ab5ab242--020910F_0752.JPG']"
2990,Licorice Root and Malt Beer Beef Stew,Serves: 6,[],"['1. Remove all tendons and fat from the meat. If the pieces are very large, cut them into smaller ones. Pat the meat dry, and then season. generously with salt and pepper and let it rest in the fridge for at least one hour, preferable overnight.', '2. Chop onions, celery, garlic and carrots into smaller pieces.', '3. Dredge the meat in flour seasoned with salt and pepper.', '4. Heat the butter in a large and deep pan and brown the meat on all sides. Make sure not to crowd the pan. When meat is browned transfer to a plate.', '5. Add the vegetables and chili and saute until it starts to change color.', '6. Add vinegar to the vegetables and cook until almost all of the vinegar has evaporated.', '7. Add back the meat as well as the prunes, bay leafs, rosemary and licorice root. Finally add stock/water and the malt beer.', '8. Bring to a simmer and skim off any fat.', '9. Cover and let simmer for 3-4 hours, until the meat is tender and falling apart by itself. Skim off fat, should there be some.', '10. Remove the meat from the put and keep it warm. Also remove bay leaf, rosemary and licorice root.', '11. Pass the sauce through a sieve and reduce until you think its consistency is as you prefer it. Add sugar, salt, pepper and vinegar in quantities according to you taste.', '12. You can choose to either add the ""old"" vegetables or add some new ones to the sauce. In any case, add the prunes and the meat and heat thoroughly.']","['https://images.food52.com/wwUs3qIEKL227u6MOogNHy_Bdo4=/753x502/a4c5df50-5a72-428f-a7df-418fe897ebd0--020910F_0646.JPG', 'https://images.food52.com/e-W-O4Mx8RlifppuMWRbct0pVtk=/f5568ac7-b167-432a-8fa9-390f9e0c3d18--020910F_0070.JPG', 'https://images.food52.com/EonYpy5XDYJglAmi70Kfl_6Ud7g=/d80cd928-0a69-44f2-ad55-d53ca0871efc--020910F_0110.JPG', 'https://images.food52.com/Ck-OI3U2aas-Sgk5U_awa6v0yWs=/d22b8b71-c2b4-4fd9-8da2-eadb6f150e19--020910F_0126.JPG', 'https://images.food52.com/mypc4c4yWC_p8T1kellgLvswrUo=/14ab749c-b782-49ab-8743-6c631c259127--020910F_0132.JPG', 'https://images.food52.com/Ih0jTTZfq7Vq5lnaHnqNxVLKZpc=/da6ad9cb-8a8a-47b0-be89-4ad35b9bd7a7--020910F_0147.JPG', 'https://images.food52.com/AOawgqK55SPENz9o7aVVJC0Z1iU=/b8aa721b-6d48-431d-b199-647f15e36b2a--020910F_0157.JPG', 'https://images.food52.com/yCKRBbFOTTGv6AiDn0Sy0Lxs-Lc=/f066e07f-5572-43cb-9918-c7b769f0bcbb--020910F_0230.JPG', 'https://images.food52.com/4aCY3ZAhbN3we6MDhsaAGLjCr1A=/d3cdc972-ba0e-47e2-a55b-075ba2e97587--020910F_0240.JPG', 'https://images.food52.com/Ewi4TIyptvNRqrL7rDixEtPzoxM=/569ec91d-fcaf-4d63-b485-f39cffa1a98c--020910F_0253.JPG', 'https://images.food52.com/UpjEMMXyqysj9WZmoEcix0UY9k0=/4bfb37f3-fc5b-4551-87e1-c95f6842895c--020910F_0273.JPG', 'https://images.food52.com/ccjHV_80ebkznqS62S-_29c-F0o=/1a7e5751-0d64-443b-ac0e-5519efe4c4b4--020910F_0287.JPG', 'https://images.food52.com/4TVlUCeY3jQOIjtdmmkgMIs5Cmk=/22140e22-2ced-411a-9e16-25865b67aa2a--020910F_0302.JPG', 'https://images.food52.com/RuTKszjQBjNA5G1mfIVOkpw7UnE=/d6f5f565-730e-4878-b4eb-17a4904f119d--020910F_0303.JPG', 'https://images.food52.com/_emgSL3jJBVpoJ93SPiTc1EdQK8=/4de0c3c6-27cc-4cc9-865e-56c590aff4c8--020910F_0307.JPG', 'https://images.food52.com/cM_oX7W1F3r_OBnZshiJD6ZSRWA=/c9fea477-b2ed-4edb-9d4d-c5f7b416a8db--020910F_0316.JPG', 'https://images.food52.com/FJ1dmNhD6afNt_GION7Kh_xvZ-s=/8840b256-9701-4100-8ad3-bab77d43b62f--020910F_0321.JPG', 'https://images.food52.com/ERtecegUSaTn-PgrEIAF8t0z6sg=/45f5a934-971d-4c07-8939-56a55dc3e055--020910F_0602.JPG', 'https://images.food52.com/qkCBglp4c2kXZORkzFB4cb5Zxgs=/07c330e6-7c5d-4c5c-93b4-50e615e4b823--020910F_0611.JPG', 'https://images.food52.com/QlnMiH0Lb9o0V8wUrceHyx1Sunc=/4034c8fc-9d23-41e5-8db5-0230a816fcb8--020910F_0619.JPG', 'https://images.food52.com/uZVVYcwRX6P8UAtx04bUcIDJ5Ac=/58b5eb42-d4b6-45a1-a0d5-3978849fb378--020910F_0622.JPG', 'https://images.food52.com/DrT4-FtuBBBhs1Qu6MnMsXVQmSk=/0b0a23e3-6cc3-49d1-bd46-aa4bcf03c118--020910F_0650.JPG']"
27673,Easy Beef and Chickpea Curry (pressure cooker or not),Serves: 2,['This recipe was entered in the contest for Your Best Recipe with Chickpeas'],"['1. Heat oil in pressure cooker over medium high heat. Once hot add meat, curry powder, and ginger, turning occasionally until brown on all sides, about 5 minutes.', '2. Add coconut milk, chickpeas, salt (and water to cover if making on normal pot). Mix well, ensuring to get any bits that may have stuck while meat was cooking.', ""3. Add lid to pressure cooker. Cook until the pot comes to pressure, then reduce to low and cook for 20-25 more minutes. When time's up turn off stove, reduce pressure and open lid. Check for salt. Serve warm with rice, naan or paratha.""]",['https://images.food52.com/nfxDL5huDxlNBYF-tji2pZigBJ4=/753x502/2116cda8-65b8-43a5-a23b-d32242f49185--Beef_and_Chickpea_Curry_Flirty_Foodie.JPG']
2969,Beef Bourguignon,"Serves: 6-8
                  Prep time: 15 min
                  Cook time: 3 hrs 30 min",[],"['1. Preheat oven to 325\xc2\xb0F. Pat meat dry. Season all over with salt and pepper.', '2. Heat 2 tablespoons olive oil in large Dutch-oven, oven-proof pan or slow cooker with lid over medium-high heat. Working in batches, add beef to pan in one layer. Brown on all sides. Transfer beef to a bowl.', '3. Add cognac to pan and deglaze pan over medium-high heat, scraping up bits. Allow to reduce by half. Pour cognac over beef.', '4. Coarsely chop 2 carrots. Heat 2 tablespoons olive oil in same pan. Add chopped carrots, onion and garlic. Saut\xc3\xa9 3 minutes over medium heat. Add beef with cognac, wine, stock, tomato paste and thyme. (Beef should be covered by the wine and stock. If not, add more wine or stock to cover.)', '5. Bring to a boil, reduce heat to low and cook 2 minutes. Cover and place in oven. Bake until meat is very tender, 2 1/2 -3 hours.', '6. About 30 minutes before beef is done, cut remaining carrots in 1/2"" slices. Steam or blanch carrots until crisp tender; drain.', '7. Heat 1 tablespoon olive oil in skillet over medium heat. Saut\xc3\xa9 pearl onions and mushrooms until light golden brown.', '8. Remove beef from oven. Strain liquid from stew into a saucepan. Separate beef from the cooked vegetables and discard vegetables. Boil liquid until reduced by half and thickened to a sauce consistency, skimming fat from surface. Add sugar. Season to taste with salt and pepper.', '9. Add beef, carrots, pearl onions and mushrooms to stock. Simmer 15 minutes to heat through. Serve in warm bowls.', '10. Beef Bourguignon may be prepared up to two days in advance. Cover and refrigerate. Before reheating, discard any solidified fat from surface. Reheat over medium-low heat on stovetop or in a 325 F. oven.']","['https://images.food52.com/5vmXypm9-jHkPdkI5A9c9BWphCI=/753x502/27d4383f-df84-4ee9-a804-c5d613cbf810--2017-1201_mfc-beef-bourguignon_3x2_julia-gartland_058.jpg', 'https://images.food52.com/SPEpkQ7Z2GGDHGLzgPBRWXnKe7U=/753x502/26188d49-9196-4913-afcd-49f049c908fd--beef.jpg', 'https://images.food52.com/U3fj3TrpGjHfL2tPA9P7i_z_i9k=/753x502/054e28a4-d94c-44b8-a6eb-d0b754bf8ab9--Beef_Bourguignon.jpg']"
